StudySession,LogKBI,LogPUB,GMM_Threshold_LogIKI,gmm_iki_auto,gmm_iki_cons,Quantile_iki
AR22-P20_T4,5.579729825986222,5.883322388488279,5.931334801311837,5.721880268926033,7.76700860937633,6.26043439336175
AR22-P22_T1,5.455321115357702,5.746203190540153,5.856237419831738,3.717624301759665,5.733760018644752,6.07993319509559
AR22-P09_T6,5.389071729816501,5.521460917862246,5.85756007488548,4.470826052049146,6.0412754927825265,5.883322388488279
AR22-P13_T2,5.389071729816501,5.6937321388027,5.816164300533888,0.011751885538734025,5.875002309838454,6.082218910376446
AR22-P04_T1,5.455321115357702,5.641907070938114,5.787042118967109,0.011708126282918568,5.819458412504687,5.966146739123692
AR22-P05_T3,5.641907070938114,6.413458957167357,6.2462303845953535,5.642393596398081,6.546009433914889,6.150602768446279
AR22-P20_T3,5.521460917862246,6.5337888379333435,6.093563353720626,5.915498707155599,7.2118477343848095,6.437751649736401
AR22-P15_T5,5.389071729816501,6.660575149839686,6.490525790192508,5.72212149885923,7.26576719015463,6.359573868672378
AR22-P09_T5,5.459585514144159,5.746203190540153,6.636717432525244,5.545846620662832,6.4784616847664935,6.115892125483034
AR22-P13_T1,5.384495062789089,5.968707559985366,5.697416754975594,6.145144955151394,7.54100934871983,6.116443393622613
AR22-P15_T6,5.313205979041787,6.182084906716632,5.705074660279751,4.926131203082855,5.9993084012869975,6.07993319509559
AR22-P07_T2,5.579729825986222,5.926926025970411,5.878346047271096,5.550319864050742,6.231756754820111,6.33283518357819
AR22-P07_T1,5.6937321388027,6.082218910376446,6.383048355938098,5.988151694227147,7.12210941148146,6.533061565077846
AR22-P05_T4,5.521460917862246,6.532334292222349,6.091566806237178,5.507019110210113,6.2984791897903225,6.150602768446279
AR22-P02_T3,5.638354669333745,6.774223886357614,6.009137266090645,0.010796673071526998,6.048339216154563,6.359573868672378
AR22-P11_T4,5.389071729816501,5.796057750765372,6.2303675442089075,5.782841572532686,7.301737811834797,6.082218910376446
AR22-P14_T4,5.6937321388027,5.926926025970411,6.221233024131575,5.880743879021938,7.31112148010921,6.486541596329219
AR22-P11_T3,5.455321115357702,5.883322388488279,6.221531588126251,5.799201404135318,7.195277879339207,6.214608098422191
