StudySession,LogKBI,LogPUB,GMM_Threshold_LogIKI
LWB09-P08_T3,5.0106352940962555,5.840641657373398,5.472187410244225
LWB09-P14_T3,5.099866427824199,5.497168225293202,5.692073930775187
LWB09-P11_T3,4.820281565605037,5.225746673713202,5.022074407382869
LWB09-P17_T1,5.030437921392435,5.476463551931511,5.443230809727747
LWB09-P07_T3,4.976733742420574,5.384495062789089,5.209329811722718
LWB09-P02_T3,5.043425116919247,6.135564891081739,5.584379140940687
LWB09-P01_T2,4.727387818712341,5.147494476813453,5.420782646683083
LWB09-P12_T3,4.90527477843843,5.214935757608986,5.3245561199283955
LWB09-P10_T1,4.890349128221754,5.44673737166631,5.408323419186219
LWB09-P05_T2,4.844187086458591,5.342334251964811,3.025829084223739
LWB09-P18_T1,4.976733742420574,5.517452896464707,5.421512520118829
LWB09-P14_T2,5.0369526024136295,5.3230099791384085,5.419872736328704
LWB09-P11_T2,4.919980925828125,5.123963979403259,5.074894736976593
LWB09-P04_T3,5.19295685089021,5.429345628954441,5.621138977967958
LWB09-P15_T1,4.969813299576001,5.777652323222656,5.444318949132032
LWB09-P08_T2,5.075173815233827,5.840641657373398,5.499422440876687
LWB09-P07_T1,5.003946305945459,5.313205979041787,5.606837522123046
LWB09-P10_T2,4.897839799950911,5.424950017481403,5.418153048494468
LWB09-P07_T2,5.003946305945459,5.327876168789581,5.320899060545683
LWB09-P09_T2,4.969813299576001,5.267858159063328,5.526129322182171
LWB09-P15_T2,5.017279836814924,5.641907070938114,5.515211014211642
LWB09-P02_T2,5.0369526024136295,6.240275845170769,5.609388139867987
LWB09-P06_T1,5.153291594497779,5.8522024797744745,5.421382430659504
LWB09-P14_T1,4.941642422609304,5.356586274672012,5.3719670490118006
LWB09-P03_T1,5.41610040220442,5.700443573390687,5.884303144662858
LWB09-P16_T1,5.056245805348308,5.3706380281276624,5.652509340279546
LWB09-P11_T1,4.812184355372417,5.111987788356544,5.07412700982329
LWB09-P02_T1,4.919980925828125,6.0063531596017325,0.006893657820480086
MAecho2019-P04_T02,5.7430031878094825,5.883322388488279,5.9812068635123445
